dataset	n_clusters	eigen_solver	affinity	assign_labels	nmi
pmf	20		rbf	kmeans	0.014162889079018397
atom	20		rbf	kmeans	0.027871397821288196
zelnik5	20		rbf	kmeans	0.7355276435835414
long2	20		rbf	kmeans	0.43653522445691245
2d-4c-no9	20		rbf	kmeans	0.42175759230850424
cassini	20		rbf	kmeans	0.5430254270409929
hepta	20		rbf	kmeans	0.7740498705601486
triangle1	20		rbf	kmeans	0.6839098902751403
tae	20		rbf	kmeans	0.1121348619178737
balance-scale	20		rbf	kmeans	0.1803178210611593
twenty	20		rbf	kmeans	1.0
threenorm	20		rbf	kmeans	0.28330662183964894
square2	20		rbf	kmeans	0.5739366517576501
flame	20		rbf	kmeans	0.34581694755662107
disk-3000n	20		rbf	kmeans	0.20161169046796637
d31	20		rbf	kmeans	0.8980485618551333
aggregation	20		rbf	kmeans	0.7240715952173182
zelnik4	20		rbf	kmeans	0.8763227726383043
2sp2glob	20		rbf	kmeans	0.5696020817913078
glass	20		rbf	kmeans	0.37876610665421634
square1	20		rbf	kmeans	0.6746000905915387
2d-3c-no123	20		rbf	kmeans	0.5020692198582357
disk-4500n	20		rbf	kmeans	0.1907244594820496
sizes1	20		rbf	kmeans	0.5896322884276092
long3	20		rbf	kmeans	0.35954230044776037
cuboids	20		rbf	kmeans	0.6195479283736638
donutcurves	20		rbf	kmeans	0.537242788845107
st900	20		rbf	kmeans	0.709293826232697
tetra	20		rbf	kmeans	0.6254089267599234
zelnik3	21		rbf	kmeans	0.6564692215360193
spherical_4_3	21		rbf	kmeans	0.6299634886405464
fourty	21		rbf	kmeans	0.8875995558270507
lsun	21		rbf	kmeans	0.5344735192294139
diamond9	21		rbf	kmeans	0.7341454578357252
ds850	21		rbf	kmeans	0.7016308712961664
elly-2d10c13s	21		rbf	kmeans	0.49999950736511584
pathbased	21		rbf	kmeans	0.5565953011678431
R15	21		rbf	kmeans	0.9423032570590184
spherical_6_2	21		rbf	kmeans	0.7556394474975736
shapes	21		rbf	kmeans	0.6570774987087448
2dnormals	21		rbf	kmeans	0.29962542726311536
dpc	21		rbf	kmeans	0.7808896804382413
twodiamonds	21		rbf	kmeans	0.37096943861453235
ds2c2sc13	21		rbf	kmeans	0.6822669600636049
donut3	21		rbf	kmeans	0.7118654143508719
simplex	21		rbf	kmeans	0.6650030258422102
2d-20c-no0	21		rbf	kmeans	0.9911335970523975
disk-5000n	21		rbf	kmeans	0.21510349946456406
DS-577	21		rbf	kmeans	0.5557496703630831
zoo	21		rbf	kmeans	0.5837952800928917
square3	21		rbf	kmeans	0.5719649827532018
sonar	21		rbf	kmeans	0.15014828165626656
donut1	21		rbf	kmeans	0.6030027460775645
disk-4600n	21		rbf	kmeans	0.11560966321994835
sizes5	21		rbf	kmeans	0.7293971554027041
thy	21		rbf	kmeans	0.042225870821122787
cure-t1-2000n-2D	21		rbf	kmeans	0.6432162046055605
blobs	21		rbf	kmeans	0.5202565102383127
dense-disk-5000	21		rbf	kmeans	0.24761963820825755
heart-statlog	21		rbf	kmeans	0.021563275543834123
dense-disk-3000	21		rbf	kmeans	0.22166861205885605
ds3c3sc6	21		rbf	kmeans	0.5431975526625411
donut2	21		rbf	kmeans	0.026083859258097437
smile1	21		rbf	kmeans	0.832507321528105
2d-10c	21		rbf	kmeans	0.38190692696232836
impossible	21		rbf	kmeans	0.5654612718742312
aml28	21		rbf	kmeans	0.6369133523506556
zelnik2	21		rbf	kmeans	0.5899263094246738
banana	21		rbf	kmeans	0.4806246711280344
compound	21		rbf	kmeans	0.49176627051642297
zelnik6	21		rbf	kmeans	0.620312846652262
sizes3	21		rbf	kmeans	0.5947969083197422
spiral	21		rbf	kmeans	0.38152113284898853
sizes2	21		rbf	kmeans	0.6397918152115453
iris	21		rbf	kmeans	0.5149667195337456
hypercube	21		rbf	kmeans	0.7713760753474641
engytime	21		rbf	kmeans	0.3602702893172395
circle	21		rbf	kmeans	0.2329291075354117
longsquare	21		rbf	kmeans	0.788489816188198
zelnik1	21		rbf	kmeans	0.5689496855544182
iono	21		rbf	kmeans	0.20389402630028167
square5	21		rbf	kmeans	0.45741825670786496
curves1	21		rbf	kmeans	0.540955510875642
3-spiral	21		rbf	kmeans	0.49318066664999427
DS-850	21		rbf	kmeans	0.7064003831961867
rings	21		rbf	kmeans	0.4958708407177779
cure-t2-4k	21		rbf	kmeans	0.6630526335723663
2d-4c-no4	21		rbf	kmeans	0.5308856401666789
disk-1000n	21		rbf	kmeans	0.21160256499639904
complex9	21		rbf	kmeans	0.015017719396286064
ecoli	21		rbf	kmeans	0.4662349001971656
target	21		rbf	kmeans	0.4916058343306735
3MC	21		rbf	kmeans	0.5289904259296643
xor	21		rbf	kmeans	0.2922300143070292
xclara	21		rbf	kmeans	0.03250142500196848
cure-t0-2000n-2D	21		rbf	kmeans	0.3928662993552513
dartboard2	21		rbf	kmeans	0.4670981245626303
spherical_5_2	21		rbf	kmeans	0.6593257460408837
ds577	21		rbf	kmeans	0.563262710459426
elliptical_10_2	21		rbf	kmeans	0.8697868164959491
wingnut	21		rbf	kmeans	0.36662204202183674
triangle2	21		rbf	kmeans	0.49753006568641
smile2	21		rbf	kmeans	0.7435207783646954
disk-4000n	21		rbf	kmeans	0.23008727887902722
jain	21		rbf	kmeans	0.34944792132037245
2d-4c	21		rbf	kmeans	0.41027020818529364
long1	21		rbf	kmeans	0.43298822125516767
sizes4	21		rbf	kmeans	0.6969932872072653
curves2	21		rbf	kmeans	0.6329755909865173
square4	21		rbf	kmeans	0.5252455889883353
chainlink	21		rbf	kmeans	0.37299374423140147
ds4c2sc8	21		rbf	kmeans	0.6512612451655222
spiralsquare	21		rbf	kmeans	0.6104023072526679
gaussians1	21		rbf	kmeans	0.4998436512104965
smile3	21		rbf	kmeans	0.6315531408247577
dpb	21		rbf	kmeans	0.7427748210921882
complex8	21		rbf	kmeans	0.001283554058217548
haberman	21		rbf	kmeans	0.01722150470744471
pmf	21		rbf	kmeans	0.014162889079018397
atom	21		rbf	kmeans	0.04171486670610939
zelnik5	21		rbf	kmeans	0.7331462395285422
long2	21		rbf	kmeans	0.42538821380405845
2d-4c-no9	21		rbf	kmeans	0.48241677860032595
cassini	21		rbf	kmeans	0.5382687070461506
hepta	21		rbf	kmeans	0.7626477505781301
triangle1	21		rbf	kmeans	0.5130796171979863
tae	21		rbf	kmeans	0.16039470971091355
balance-scale	21		rbf	kmeans	0.18518154693975966
twenty	21		rbf	kmeans	0.9943083554423514
threenorm	21		rbf	kmeans	0.27318477898221655
square2	21		rbf	kmeans	0.625008469346855
flame	21		rbf	kmeans	0.3410201403319862
disk-3000n	21		rbf	kmeans	0.21668770090963055
d31	21		rbf	kmeans	0.9041029364227452
aggregation	21		rbf	kmeans	0.7177484573023202
zelnik4	21		rbf	kmeans	0.8731140973877217
2sp2glob	21		rbf	kmeans	0.5177196631675154
glass	21		rbf	kmeans	0.3730569093969333
square1	21		rbf	kmeans	0.5865464845400141
2d-3c-no123	21		rbf	kmeans	0.5242467696821825
disk-4500n	21		rbf	kmeans	0.1883878687472196
sizes1	21		rbf	kmeans	0.5001148600050412
long3	21		rbf	kmeans	0.3518797560579034
cuboids	21		rbf	kmeans	0.6507828707856158
donutcurves	21		rbf	kmeans	0.5379444720487909
st900	21		rbf	kmeans	0.7164712618568952
tetra	21		rbf	kmeans	0.5850489593780234
zelnik3	22		rbf	kmeans	0.6507923448166972
spherical_4_3	22		rbf	kmeans	0.6315829768603487
fourty	22		rbf	kmeans	0.8933822442674915
lsun	22		rbf	kmeans	0.5292985390237473
diamond9	22		rbf	kmeans	0.7493448943191
ds850	22		rbf	kmeans	0.6943787070905132
elly-2d10c13s	22		rbf	kmeans	0.51461313770139
pathbased	22		rbf	kmeans	0.5444792025825022
R15	22		rbf	kmeans	0.9216431110602276
spherical_6_2	22		rbf	kmeans	0.7526198899153147
shapes	22		rbf	kmeans	0.6474664594172295
2dnormals	22		rbf	kmeans	0.27040014656518163
dpc	22		rbf	kmeans	0.7789749754797809
twodiamonds	22		rbf	kmeans	0.3690737692762558
ds2c2sc13	22		rbf	kmeans	0.6965237308423038
donut3	22		rbf	kmeans	0.7059339031254916
simplex	22		rbf	kmeans	0.6627312897419443
2d-20c-no0	22		rbf	kmeans	0.9693221376715975
disk-5000n	22		rbf	kmeans	0.21507877999675265
DS-577	22		rbf	kmeans	0.546542819090378
zoo	22		rbf	kmeans	0.6770063444102281
square3	22		rbf	kmeans	0.5836364213896578
sonar	22		rbf	kmeans	0.16224662603733095
donut1	22		rbf	kmeans	0.6011245486002859
disk-4600n	22		rbf	kmeans	0.13818544484854203
sizes5	22		rbf	kmeans	0.7045987181807899
thy	22		rbf	kmeans	0.04253729935582452
cure-t1-2000n-2D	22		rbf	kmeans	0.6335239688954216
blobs	22		rbf	kmeans	0.511648068931081
dense-disk-5000	22		rbf	kmeans	0.24018655335225436
heart-statlog	22		rbf	kmeans	0.021563275543834123
dense-disk-3000	22		rbf	kmeans	0.22661344785682258
ds3c3sc6	22		rbf	kmeans	0.5511721957203978
donut2	22		rbf	kmeans	0.025807815494569127
dartboard1	22		rbf	kmeans	0.0882028436101693
smile1	22		rbf	kmeans	0.8308765718086649
2d-10c	22		rbf	kmeans	0.4805297083675019
impossible	22		rbf	kmeans	0.4974869255925948
aml28	22		rbf	kmeans	0.4564147125412462
zelnik2	22		rbf	kmeans	0.5827554928277455
banana	22		rbf	kmeans	0.4803627254494025
compound	22		rbf	kmeans	0.36143309488087916
zelnik6	22		rbf	kmeans	0.6118442321067977
sizes3	22		rbf	kmeans	0.6528141278754465
spiral	22		rbf	kmeans	0.3770293593764015
sizes2	22		rbf	kmeans	0.6664266249739809
iris	22		rbf	kmeans	0.4761844700648028
hypercube	22		rbf	kmeans	0.7918324307059328
engytime	22		rbf	kmeans	0.23012957468410106
circle	22		rbf	kmeans	0.23889047517126394
longsquare	22		rbf	kmeans	0.7753479754147468
zelnik1	22		rbf	kmeans	0.568183351303136
iono	22		rbf	kmeans	0.1848725426142284
square5	22		rbf	kmeans	0.46668775316065847
curves1	22		rbf	kmeans	0.5417459423072706
3-spiral	22		rbf	kmeans	0.5002480652183808
DS-850	22		rbf	kmeans	0.6875388102453404
rings	22		rbf	kmeans	0.4323626536458892
cure-t2-4k	22		rbf	kmeans	0.6605365558688793
2d-4c-no4	22		rbf	kmeans	0.5159123953958045
disk-1000n	22		rbf	kmeans	0.21313160745932105
complex9	22		rbf	kmeans	0.01657034837612423
ecoli	22		rbf	kmeans	0.5154067723237182
target	22		rbf	kmeans	0.48859315375063783
3MC	22		rbf	kmeans	0.5237337960666889
xor	22		rbf	kmeans	0.31161447783728674
xclara	22		rbf	kmeans	0.03296122340754907
cure-t0-2000n-2D	22		rbf	kmeans	0.3928330390152919
dartboard2	22		rbf	kmeans	0.48578882175570276
spherical_5_2	22		rbf	kmeans	0.6484293126870193
ds577	22		rbf	kmeans	0.5672335121686746
elliptical_10_2	22		rbf	kmeans	0.8605627951793805
wingnut	22		rbf	kmeans	0.4098055081824201
triangle2	22		rbf	kmeans	0.5767893101155674
smile2	22		rbf	kmeans	0.7434035676661089
disk-4000n	22		rbf	kmeans	0.23706278506874126
jain	22		rbf	kmeans	0.3392263478451569
2d-4c	22		rbf	kmeans	0.40799271963004774
long1	22		rbf	kmeans	0.42778580692211593
sizes4	22		rbf	kmeans	0.6439006192160919
curves2	22		rbf	kmeans	0.6311051459192871
square4	22		rbf	kmeans	0.5211092424331755
chainlink	22		rbf	kmeans	0.36961971155142725
ds4c2sc8	22		rbf	kmeans	0.6505981441628068
spiralsquare	22		rbf	kmeans	0.5779071460902829
gaussians1	22		rbf	kmeans	0.48782566791347676
smile3	22		rbf	kmeans	0.6304410856008466
dpb	22		rbf	kmeans	0.7096947375021666
complex8	22		rbf	kmeans	0.001283554058217548
haberman	22		rbf	kmeans	0.01722150470744471
pmf	22		rbf	kmeans	0.014162889079018397
atom	22		rbf	kmeans	0.04163374223860373
zelnik5	22		rbf	kmeans	0.7309272283860325
long2	22		rbf	kmeans	0.4295681488716052
2d-4c-no9	22		rbf	kmeans	0.4464395997794115
cassini	22		rbf	kmeans	0.486622257882416
hepta	22		rbf	kmeans	0.7947367961368222
triangle1	22		rbf	kmeans	0.6487083027349304
tae	22		rbf	kmeans	0.13276922384503353
balance-scale	22		rbf	kmeans	0.1754810103442838
twenty	22		rbf	kmeans	0.9886287894940219
threenorm	22		rbf	kmeans	0.2625932839426329
square2	22		rbf	kmeans	0.6145847068493516
flame	22		rbf	kmeans	0.3376392361861811
disk-3000n	22		rbf	kmeans	0.2074889703244494
d31	22		rbf	kmeans	0.9117773537031356
aggregation	22		rbf	kmeans	0.7106185001335772
zelnik4	22		rbf	kmeans	0.8675661061653243
2sp2glob	22		rbf	kmeans	0.5550270396483755
glass	22		rbf	kmeans	0.3195727404051159
square1	22		rbf	kmeans	0.5928053617915139
2d-3c-no123	22		rbf	kmeans	0.48612458584579177
disk-4500n	22		rbf	kmeans	0.2070358102054689
sizes1	22		rbf	kmeans	0.49439142461312546
long3	22		rbf	kmeans	0.33792802134299943
cuboids	22		rbf	kmeans	0.6341132420104166
donutcurves	22		rbf	kmeans	0.5378093726088632
st900	22		rbf	kmeans	0.7128073738771779
tetra	22		rbf	kmeans	0.5665179559971223
zelnik3	23		rbf	kmeans	0.6366310709471468
spherical_4_3	23		rbf	kmeans	0.6132675138706042
fourty	23		rbf	kmeans	0.9012498297260141
lsun	23		rbf	kmeans	0.5175255013468786
diamond9	23		rbf	kmeans	0.7253055561287557
ds850	23		rbf	kmeans	0.6973766621092877
elly-2d10c13s	23		rbf	kmeans	0.4924732819850178
pathbased	23		rbf	kmeans	0.48467516579104
R15	23		rbf	kmeans	0.9089512466686674
spherical_6_2	23		rbf	kmeans	0.7423242484304104
shapes	23		rbf	kmeans	0.6327611661862524
2dnormals	23		rbf	kmeans	0.22724725280440392
dpc	23		rbf	kmeans	0.783639692507738
twodiamonds	23		rbf	kmeans	0.3653662970608842
ds2c2sc13	23		rbf	kmeans	0.6969553672263059
donut3	23		rbf	kmeans	0.7237152397115013
simplex	23		rbf	kmeans	0.6606928552292697
2d-20c-no0	23		rbf	kmeans	0.9664939848067104
disk-5000n	23		rbf	kmeans	0.20920659284359788
DS-577	23		rbf	kmeans	0.5551557526202221
zoo	23		rbf	kmeans	0.6790560344960752
square3	23		rbf	kmeans	0.45120618376226473
sonar	23		rbf	kmeans	0.15138137851284028
donut1	23		rbf	kmeans	0.5992585502052259
disk-4600n	23		rbf	kmeans	0.13775120570252938
sizes5	23		rbf	kmeans	0.7167372410565976
thy	23		rbf	kmeans	0.042225870821122787
cure-t1-2000n-2D	23		rbf	kmeans	0.6345787468816004
blobs	23		rbf	kmeans	0.5021563945601825
dense-disk-5000	23		rbf	kmeans	0.23655932444842917
heart-statlog	23		rbf	kmeans	0.01642122672234839
dense-disk-3000	23		rbf	kmeans	0.2373225249889309
ds3c3sc6	23		rbf	kmeans	0.5415097253940149
donut2	23		rbf	kmeans	0.02692765432552466
smile1	23		rbf	kmeans	0.8373354418619963
2d-10c	23		rbf	kmeans	0.37464166803082727
impossible	23		rbf	kmeans	0.6506341758174782
aml28	23		rbf	kmeans	0.3759023737891118
zelnik2	23		rbf	kmeans	0.5866509524246768
banana	23		rbf	kmeans	0.4801150541946657
compound	23		rbf	kmeans	0.5001738482527364
zelnik6	23		rbf	kmeans	0.6069478827726744
sizes3	23		rbf	kmeans	0.6393655914654939
spiral	23		rbf	kmeans	0.3720194531114536
sizes2	23		rbf	kmeans	0.652064188546469
iris	23		rbf	kmeans	0.4875183147981417
hypercube	23		rbf	kmeans	0.795322512113017
engytime	23		rbf	kmeans	0.19077471832664014
circle	23		rbf	kmeans	0.2268412211440623
longsquare	23		rbf	kmeans	0.7571523283572867
zelnik1	23		rbf	kmeans	0.5672900242041317
iono	23		rbf	kmeans	0.2795288356910366
square5	23		rbf	kmeans	0.4494739947273139
curves1	23		rbf	kmeans	0.5404000918139854
3-spiral	23		rbf	kmeans	0.5325865364048639
DS-850	23		rbf	kmeans	0.687133621949798
rings	23		rbf	kmeans	0.44658116160856026
cure-t2-4k	23		rbf	kmeans	0.6641994812111598
2d-4c-no4	23		rbf	kmeans	0.522790217770655
disk-1000n	23		rbf	kmeans	0.21031790419508198
complex9	23		rbf	kmeans	0.015479172291107547
ecoli	23		rbf	kmeans	0.5099380821984262
target	23		rbf	kmeans	0.5294091681803428
3MC	23		rbf	kmeans	0.5203268361973244
xor	23		rbf	kmeans	0.3022392354244222
xclara	23		rbf	kmeans	0.6668965128314848
cure-t0-2000n-2D	23		rbf	kmeans	0.397548479846371
spherical_5_2	23		rbf	kmeans	0.6502008925712783
ds577	23		rbf	kmeans	0.5460678952492366
elliptical_10_2	23		rbf	kmeans	0.8554777097780198
wingnut	23		rbf	kmeans	0.38697162899773063
triangle2	23		rbf	kmeans	0.49622567853963273
smile2	23		rbf	kmeans	0.7421484260952305
disk-4000n	23		rbf	kmeans	0.2456319583922197
jain	23		rbf	kmeans	0.3378254790439854
2d-4c	23		rbf	kmeans	0.4070846680946713
long1	23		rbf	kmeans	0.3961111070087549
sizes4	23		rbf	kmeans	0.6377656083422678
curves2	23		rbf	kmeans	0.4738732872774292
square4	23		rbf	kmeans	0.5178951084672097
chainlink	23		rbf	kmeans	0.3650081179820559
ds4c2sc8	23		rbf	kmeans	0.6499586165801667
spiralsquare	23		rbf	kmeans	0.5583046461085184
gaussians1	23		rbf	kmeans	0.4854574817108847
smile3	23		rbf	kmeans	0.6297514475425315
dpb	23		rbf	kmeans	0.7126255253763346
complex8	23		rbf	kmeans	0.001283554058217548
haberman	23		rbf	kmeans	0.01722150470744471
pmf	23		rbf	kmeans	0.014162889079018397
atom	23		rbf	kmeans	0.04396560517973063
zelnik5	23		rbf	kmeans	0.7295710844255013
long2	23		rbf	kmeans	0.3937822557468923
2d-4c-no9	23		rbf	kmeans	0.5589840427968283
cassini	23		rbf	kmeans	0.49971527975783275
hepta	23		rbf	kmeans	0.754660083593436
triangle1	23		rbf	kmeans	0.5535899270990441
tae	23		rbf	kmeans	0.13444932505739096
balance-scale	23		rbf	kmeans	0.1854426819290684
twenty	23		rbf	kmeans	0.9835420405630874
threenorm	23		rbf	kmeans	0.2894636873986966
square2	23		rbf	kmeans	0.6237455414768975
flame	23		rbf	kmeans	0.3351721009660443
disk-3000n	23		rbf	kmeans	0.2036921890440262
d31	23		rbf	kmeans	0.9201041905234846
aggregation	23		rbf	kmeans	0.7046594087639385
zelnik4	23		rbf	kmeans	0.8667840395662486
2sp2glob	23		rbf	kmeans	0.5548857392576911
glass	23		rbf	kmeans	0.320406533522976
square1	23		rbf	kmeans	0.6551542964312291
2d-3c-no123	23		rbf	kmeans	0.4990891780022243
disk-4500n	23		rbf	kmeans	0.20080497068413475
sizes1	23		rbf	kmeans	0.5038446583611732
long3	23		rbf	kmeans	0.3335038193587949
cuboids	23		rbf	kmeans	0.6132604490724148
donutcurves	23		rbf	kmeans	0.5375290122576303
st900	23		rbf	kmeans	0.7104594751688509
tetra	23		rbf	kmeans	0.5638893910687703
zelnik3	24		rbf	kmeans	0.6325117762710687
spherical_4_3	24		rbf	kmeans	0.6117229820070439
fourty	24		rbf	kmeans	0.9068918299866146
lsun	24		rbf	kmeans	0.5147789106423732
diamond9	24		rbf	kmeans	0.7545028305588966
ds850	24		rbf	kmeans	0.6660880536742811
elly-2d10c13s	24		rbf	kmeans	0.5136304284894253
pathbased	24		rbf	kmeans	0.5281641016284425
R15	24		rbf	kmeans	0.8977801381257521
spherical_6_2	24		rbf	kmeans	0.7369178422111637
shapes	24		rbf	kmeans	0.6310314867797755
2dnormals	24		rbf	kmeans	0.22302723996250565
dpc	24		rbf	kmeans	0.7757992487755816
twodiamonds	24		rbf	kmeans	0.36333181009222604
ds2c2sc13	24		rbf	kmeans	0.6952433695713415
donut3	24		rbf	kmeans	0.6260087928962981
simplex	24		rbf	kmeans	0.6611467523498347
2d-20c-no0	24		rbf	kmeans	0.9627031578085425
disk-5000n	24		rbf	kmeans	0.20305333782753238
DS-577	24		rbf	kmeans	0.5351134809880586
zoo	24		rbf	kmeans	0.7229865570132255
square3	24		rbf	kmeans	0.5051597920475412
sonar	24		rbf	kmeans	0.1536622565310213
donut1	24		rbf	kmeans	0.5974046337564272
disk-4600n	24		rbf	kmeans	0.1333757544761875
sizes5	24		rbf	kmeans	0.7162162959379178
thy	24		rbf	kmeans	0.042225870821122787
cure-t1-2000n-2D	24		rbf	kmeans	0.6379111520301528
blobs	24		rbf	kmeans	0.49474682548843785
dense-disk-5000	24		rbf	kmeans	0.2286400212505467
heart-statlog	24		rbf	kmeans	0.008110239106261284
dense-disk-3000	24		rbf	kmeans	0.23116535951752193
ds3c3sc6	24		rbf	kmeans	0.5386306036398594
donut2	24		rbf	kmeans	0.026889957491624785
smile1	24		rbf	kmeans	0.8276865276186607
2d-10c	24		rbf	kmeans	0.599231553452113
impossible	24		rbf	kmeans	0.54868878746021
aml28	24		rbf	kmeans	0.5887445465807993
zelnik2	24		rbf	kmeans	0.5575008097514821
banana	24		rbf	kmeans	0.47986126401325513
compound	24		rbf	kmeans	0.498199853261842
zelnik6	24		rbf	kmeans	0.6082491261649018
sizes3	24		rbf	kmeans	0.599034388175321
spiral	24		rbf	kmeans	0.3655719127470428
sizes2	24		rbf	kmeans	0.6393101517888026
iris	24		rbf	kmeans	0.4871088324789254
hypercube	24		rbf	kmeans	0.7896963843282319
engytime	24		rbf	kmeans	0.21783989679012794
circle	24		rbf	kmeans	0.23874809136617797
longsquare	24		rbf	kmeans	0.7532482744572286
zelnik1	24		rbf	kmeans	0.5664213208963599
iono	24		rbf	kmeans	0.21249352875480307
square5	24		rbf	kmeans	0.4585937139427382
curves1	24		rbf	kmeans	0.5388775867085915
3-spiral	24		rbf	kmeans	0.48617486752665634
DS-850	24		rbf	kmeans	0.6807651082112749
rings	24		rbf	kmeans	0.4898008887420659
cure-t2-4k	24		rbf	kmeans	0.6612529332857205
2d-4c-no4	24		rbf	kmeans	0.5141888521853591
disk-1000n	24		rbf	kmeans	0.2225715963590222
complex9	24		rbf	kmeans	0.0163727598931767
ecoli	24		rbf	kmeans	0.49517510433069484
target	24		rbf	kmeans	0.5342551062332027
3MC	24		rbf	kmeans	0.5150049064568876
xor	24		rbf	kmeans	0.29074546635846144
xclara	24		rbf	kmeans	0.03455595857311206
cure-t0-2000n-2D	24		rbf	kmeans	0.40263312210145236
dartboard2	24		rbf	kmeans	0.3289127639655387
spherical_5_2	24		rbf	kmeans	0.6396183702649011
ds577	24		rbf	kmeans	0.537128946790338
elliptical_10_2	24		rbf	kmeans	0.8481910272683763
wingnut	24		rbf	kmeans	0.3805732427656543
triangle2	24		rbf	kmeans	0.5255607485379016
smile2	24		rbf	kmeans	0.7407823747952399
disk-4000n	24		rbf	kmeans	0.22162068873248086
jain	24		rbf	kmeans	0.3364186067469497
2d-4c	24		rbf	kmeans	0.5981471911855958
long1	24		rbf	kmeans	0.4002753923672541
sizes4	24		rbf	kmeans	0.6812925763252133
curves2	24		rbf	kmeans	0.6219884390346485
square4	24		rbf	kmeans	0.4668751640387927
chainlink	24		rbf	kmeans	0.360026995900082
ds4c2sc8	24		rbf	kmeans	0.6493427970217764
spiralsquare	24		rbf	kmeans	0.5729334225887966
gaussians1	24		rbf	kmeans	0.47849213513233957
smile3	24		rbf	kmeans	0.6285915820822764
dpb	24		rbf	kmeans	0.7120065549725634
complex8	24		rbf	kmeans	0.001283554058217548
haberman	24		rbf	kmeans	0.01722150470744471
pmf	24		rbf	kmeans	0.014162889079018397
atom	24		rbf	kmeans	0.03834800400766492
zelnik5	24		rbf	kmeans	0.7274594671902169
long2	24		rbf	kmeans	0.39325816247841267
2d-4c-no9	24		rbf	kmeans	0.46021022325253297
cassini	24		rbf	kmeans	0.4895989867604105
hepta	24		rbf	kmeans	0.7801840676567313
triangle1	24		rbf	kmeans	0.5206481334552753
tae	24		rbf	kmeans	0.13250465566350736
balance-scale	24		rbf	kmeans	0.1775772666164675
twenty	24		rbf	kmeans	0.9780356842557877
threenorm	24		rbf	kmeans	0.2525774006506368
square2	24		rbf	kmeans	0.5427828609659018
flame	24		rbf	kmeans	0.3304555903248977
disk-3000n	24		rbf	kmeans	0.20601348147175244
d31	24		rbf	kmeans	0.9262695997389178
aggregation	24		rbf	kmeans	0.6982633849488113
zelnik4	24		rbf	kmeans	0.8593243837185035
2sp2glob	24		rbf	kmeans	0.5681847038371738
glass	24		rbf	kmeans	0.3248449170187277
square1	24		rbf	kmeans	0.5890037717093588
2d-3c-no123	24		rbf	kmeans	0.48330895150688585
disk-4500n	24		rbf	kmeans	0.2084391986154286
sizes1	24		rbf	kmeans	0.6631831098240543
long3	24		rbf	kmeans	0.31565512900789916
cuboids	24		rbf	kmeans	0.6247872463219905
donutcurves	24		rbf	kmeans	0.5375652981740173
st900	24		rbf	kmeans	0.7002466335825891
tetra	24		rbf	kmeans	0.6013154651948168
zelnik3	25		rbf	kmeans	0.6286473205769686
spherical_4_3	25		rbf	kmeans	0.6162792906736568
fourty	25		rbf	kmeans	0.9145691594241054
lsun	25		rbf	kmeans	0.5121624470818018
diamond9	25		rbf	kmeans	0.7712540708835203
ds850	25		rbf	kmeans	0.6699507576245605
elly-2d10c13s	25		rbf	kmeans	0.482321431143685
pathbased	25		rbf	kmeans	0.5250712634452591
R15	25		rbf	kmeans	0.8948352151020066
spherical_6_2	25		rbf	kmeans	0.732511042027301
shapes	25		rbf	kmeans	0.635587756485875
2dnormals	25		rbf	kmeans	0.30130250872704045
dpc	25		rbf	kmeans	0.7747086242866018
twodiamonds	25		rbf	kmeans	0.3677163395534946
ds2c2sc13	25		rbf	kmeans	0.6712229865386751
donut3	25		rbf	kmeans	0.7188847499240029
simplex	25		rbf	kmeans	0.6598827203956785
2d-20c-no0	25		rbf	kmeans	0.958899048450788
disk-5000n	25		rbf	kmeans	0.1968413968333899
DS-577	25		rbf	kmeans	0.5260722874412143
zoo	25		rbf	kmeans	0.6779975920416894
square3	25		rbf	kmeans	0.4666039679751795
sonar	25		rbf	kmeans	0.15408793470302998
donut1	25		rbf	kmeans	0.5955626836185431
disk-4600n	25		rbf	kmeans	0.1399142927562201
sizes5	25		rbf	kmeans	0.747538108818679
thy	25		rbf	kmeans	0.042225870821122787
cure-t1-2000n-2D	25		rbf	kmeans	0.6331674723048928
blobs	25		rbf	kmeans	0.49468919582141063
dense-disk-5000	25		rbf	kmeans	0.22992111647444766
heart-statlog	25		rbf	kmeans	0.021563275543834123
dense-disk-3000	25		rbf	kmeans	0.2249578463737534
ds3c3sc6	25		rbf	kmeans	0.5395268052596248
donut2	25		rbf	kmeans	0.026371514386337384
dartboard1	25		rbf	kmeans	0.127751992627109
smile1	25		rbf	kmeans	0.8260851292339879
2d-10c	25		rbf	kmeans	0.25769952977293037
impossible	25		rbf	kmeans	0.5763801863503436
aml28	25		rbf	kmeans	0.6045631780028158
zelnik2	25		rbf	kmeans	0.5958101484791568
banana	25		rbf	kmeans	0.4796142906430837
compound	25		rbf	kmeans	0.5739856589148973
zelnik6	25		rbf	kmeans	0.600024401737726
sizes3	25		rbf	kmeans	0.6140265238714092
spiral	25		rbf	kmeans	0.3627342127418215
sizes2	25		rbf	kmeans	0.6073314548296949
iris	25		rbf	kmeans	0.4800133596141758
hypercube	25		rbf	kmeans	0.7750455098772661
engytime	25		rbf	kmeans	0.23156207332675696
circle	25		rbf	kmeans	0.22232474704095914
longsquare	25		rbf	kmeans	0.748508533987085
zelnik1	25		rbf	kmeans	0.5655534363308247
iono	25		rbf	kmeans	0.1965607387344261
square5	25		rbf	kmeans	0.4534796007564812
curves1	25		rbf	kmeans	0.5356187955717137
