dataset	n_clusters	eigen_solver	affinity	assign_labels	nmi
zelnik2	11		rbf	kmeans	0.6059363428506453
banana	11		rbf	kmeans	0.48320359730091667
compound	11		rbf	kmeans	0.4205587958545738
zelnik6	11		rbf	kmeans	0.6237664938300483
sizes3	11		rbf	kmeans	0.7098060525007308
spiral	11		rbf	kmeans	0.1647776261006354
sizes2	11		rbf	kmeans	0.803829040466984
iris	11		rbf	kmeans	0.5947550220579393
hypercube	11		rbf	kmeans	0.9421685815087586
engytime	11		rbf	kmeans	0.19984154178920266
circle	11		rbf	kmeans	0.21247501229609725
longsquare	11		rbf	kmeans	0.8680611057840764
zelnik1	11		rbf	kmeans	0.5820990321995881
iono	11		rbf	kmeans	0.21447965481388442
square5	11		rbf	kmeans	0.48845246416430066
curves1	11		rbf	kmeans	0.5518924094620841
3-spiral	11		rbf	kmeans	0.6373706604951693
DS-850	11		rbf	kmeans	0.8035021994353824
rings	11		rbf	kmeans	0.5595287959094941
cure-t2-4k	11		rbf	kmeans	0.7272438151076497
2d-4c-no4	11		rbf	kmeans	0.5680981384317466
disk-1000n	11		rbf	kmeans	0.231897811121924
complex9	11		rbf	kmeans	0.008231502433808942
ecoli	11		rbf	kmeans	0.50975935182804
target	11		rbf	kmeans	0.6504072001109106
3MC	11		rbf	kmeans	0.6287508053448825
xor	11		rbf	kmeans	0.4059459056307741
xclara	11		rbf	kmeans	0.006982020107358585
cure-t0-2000n-2D	11		rbf	kmeans	0.4340081078761153
spherical_5_2	11		rbf	kmeans	0.7120051918791804
ds577	11		rbf	kmeans	0.6380316949787973
elliptical_10_2	11		rbf	kmeans	0.9724138527574815
wingnut	11		rbf	kmeans	0.3684739468767661
triangle2	11		rbf	kmeans	0.7472806650013746
smile2	11		rbf	kmeans	0.7581551184066617
disk-4000n	11		rbf	kmeans	0.30504705119134734
jain	11		rbf	kmeans	0.4841382608005364
2d-4c	11		rbf	kmeans	0.48760603103388633
long1	11		rbf	kmeans	0.5811214852708569
sizes4	11		rbf	kmeans	0.6540910130725739
curves2	11		rbf	kmeans	0.48692194544131234
square4	11		rbf	kmeans	0.56989372799644
chainlink	11		rbf	kmeans	0.4506683846291333
ds4c2sc8	11		rbf	kmeans	0.6591683419676758
spiralsquare	11		rbf	kmeans	0.6027380895337402
gaussians1	11		rbf	kmeans	0.5467756000396132
smile3	11		rbf	kmeans	0.6435125662472724
dpb	11		rbf	kmeans	0.7157394072842888
complex8	11		rbf	kmeans	0.001283554058217548
haberman	11		rbf	kmeans	0.01722150470744471
pmf	11		rbf	kmeans	0.014162889079018397
atom	11		rbf	kmeans	0.024157677032672877
zelnik5	11		rbf	kmeans	0.7534247719318551
long2	11		rbf	kmeans	0.3095520255188876
2d-4c-no9	11		rbf	kmeans	0.6404407456366109
cassini	11		rbf	kmeans	0.6263155601550159
hepta	11		rbf	kmeans	0.9103639755246221
triangle1	11		rbf	kmeans	0.47036639207073105
tae	11		rbf	kmeans	0.05735314201513558
balance-scale	11		rbf	kmeans	0.175335134176537
twenty	11		rbf	kmeans	0.8578968636492226
threenorm	11		rbf	kmeans	0.29849797676978795
square2	11		rbf	kmeans	0.6908067897436798
flame	11		rbf	kmeans	0.4223596556145455
disk-3000n	11		rbf	kmeans	0.2602990607397179
d31	11		rbf	kmeans	0.7892573340957605
aggregation	11		rbf	kmeans	0.8429806422853992
zelnik4	11		rbf	kmeans	0.8657608127412968
2sp2glob	11		rbf	kmeans	0.6375171454343582
glass	11		rbf	kmeans	0.24097573135013878
square1	11		rbf	kmeans	0.7085428894370366
2d-3c-no123	11		rbf	kmeans	0.5347012544516918
disk-4500n	11		rbf	kmeans	0.2665229136601884
sizes1	11		rbf	kmeans	0.7368775288266718
long3	11		rbf	kmeans	0.5941442415475336
cuboids	11		rbf	kmeans	0.7169545960229162
donutcurves	11		rbf	kmeans	0.5369412175952802
st900	11		rbf	kmeans	0.7748381437913453
tetra	11		rbf	kmeans	0.5914914370233648
zelnik3	12		rbf	kmeans	0.6330307466089645
spherical_4_3	12		rbf	kmeans	0.7366891249990969
fourty	12		rbf	kmeans	0.7844980217731029
lsun	12		rbf	kmeans	0.6098569879089755
diamond9	12		rbf	kmeans	0.875696456762494
ds850	12		rbf	kmeans	0.7848704723296482
elly-2d10c13s	12		rbf	kmeans	0.47635394328862357
pathbased	12		rbf	kmeans	0.6671014359683646
R15	12		rbf	kmeans	0.9260592842518246
spherical_6_2	12		rbf	kmeans	0.8445135332943761
shapes	12		rbf	kmeans	0.7427384869308046
2dnormals	12		rbf	kmeans	0.32602010055240843
dpc	12		rbf	kmeans	0.7940504779436223
twodiamonds	12		rbf	kmeans	0.4498316281154105
ds2c2sc13	12		rbf	kmeans	0.6865318770517526
donut3	12		rbf	kmeans	0.7438164087011541
simplex	12		rbf	kmeans	0.7102125760047471
2d-20c-no0	12		rbf	kmeans	0.8891732238805704
disk-5000n	12		rbf	kmeans	0.27847223699400564
DS-577	12		rbf	kmeans	0.6362245742097293
zoo	12		rbf	kmeans	0.8136264725888598
square3	12		rbf	kmeans	0.627430422155432
sonar	12		rbf	kmeans	0.15266357032228087
donut1	12		rbf	kmeans	0.6204755845291637
disk-4600n	12		rbf	kmeans	0.1425763447918481
sizes5	12		rbf	kmeans	0.8021672655023669
thy	12		rbf	kmeans	0.042225870821122787
cure-t1-2000n-2D	12		rbf	kmeans	0.7077238476580525
blobs	12		rbf	kmeans	0.551498266047469
dense-disk-5000	12		rbf	kmeans	0.28174803576337903
heart-statlog	12		rbf	kmeans	0.008110239106261284
dense-disk-3000	12		rbf	kmeans	0.2737084969190544
ds3c3sc6	12		rbf	kmeans	0.5510174739013116
donut2	12		rbf	kmeans	0.012916759034186095
smile1	12		rbf	kmeans	0.8473759838968122
2d-10c	12		rbf	kmeans	0.26634039959053907
impossible	12		rbf	kmeans	0.7202800163825998
aml28	12		rbf	kmeans	0.7371368485660856
zelnik2	12		rbf	kmeans	0.6261065836082643
banana	12		rbf	kmeans	0.48292626501405783
compound	12		rbf	kmeans	0.6198392866070659
zelnik6	12		rbf	kmeans	0.6205026859058564
sizes3	12		rbf	kmeans	0.6892457355695095
spiral	12		rbf	kmeans	0.144486452262138
sizes2	12		rbf	kmeans	0.7039816748031025
iris	12		rbf	kmeans	0.6133291478953785
hypercube	12		rbf	kmeans	0.9211060668857223
engytime	12		rbf	kmeans	0.4080176524990611
circle	12		rbf	kmeans	0.23692285131054214
longsquare	12		rbf	kmeans	0.9125979087352043
zelnik1	12		rbf	kmeans	0.5638686700030833
iono	12		rbf	kmeans	0.23385946495218118
square5	12		rbf	kmeans	0.4488216423055224
curves1	12		rbf	kmeans	0.5556143078769387
3-spiral	12		rbf	kmeans	0.6209805301875677
DS-850	12		rbf	kmeans	0.784870472329648
rings	12		rbf	kmeans	0.4779545694842119
cure-t2-4k	12		rbf	kmeans	0.7152389332126571
2d-4c-no4	12		rbf	kmeans	0.5606248564058073
disk-1000n	12		rbf	kmeans	0.22638621723165728
complex9	12		rbf	kmeans	0.009029972463336427
ecoli	12		rbf	kmeans	0.4781745984683402
target	12		rbf	kmeans	0.6315388744251265
3MC	12		rbf	kmeans	0.6105895301266872
xor	12		rbf	kmeans	0.3776876204781869
xclara	12		rbf	kmeans	0.005489305657958795
cure-t0-2000n-2D	12		rbf	kmeans	0.4241127541848279
spherical_5_2	12		rbf	kmeans	0.7279345279393548
ds577	12		rbf	kmeans	0.6258839141990017
elliptical_10_2	12		rbf	kmeans	0.9689878201550765
wingnut	12		rbf	kmeans	0.46350943859419563
triangle2	12		rbf	kmeans	0.7748602322890835
smile2	12		rbf	kmeans	0.7568628778348172
disk-4000n	12		rbf	kmeans	0.30181015741062034
jain	12		rbf	kmeans	0.4730004811514761
2d-4c	12		rbf	kmeans	0.6291097741129854
long1	12		rbf	kmeans	0.5753070236121428
sizes4	12		rbf	kmeans	0.8090501382867263
curves2	12		rbf	kmeans	0.6446582117344735
square4	12		rbf	kmeans	0.5798819805942158
chainlink	12		rbf	kmeans	0.4376913731240473
ds4c2sc8	12		rbf	kmeans	0.6582741388655091
spiralsquare	12		rbf	kmeans	0.6154442610657256
gaussians1	12		rbf	kmeans	0.5749576624217334
smile3	12		rbf	kmeans	0.6423335713722454
dpb	12		rbf	kmeans	0.7161183995869734
complex8	12		rbf	kmeans	0.001283554058217548
haberman	12		rbf	kmeans	0.01722150470744471
pmf	12		rbf	kmeans	0.014162889079018397
atom	12		rbf	kmeans	0.026064494897276004
zelnik5	12		rbf	kmeans	0.7519196253125334
long2	12		rbf	kmeans	0.2523664854469484
2d-4c-no9	12		rbf	kmeans	0.6315646690940324
cassini	12		rbf	kmeans	0.5709704145790065
hepta	12		rbf	kmeans	0.8915763041744266
triangle1	12		rbf	kmeans	0.4673423821645478
tae	12		rbf	kmeans	0.08254261157007478
balance-scale	12		rbf	kmeans	0.19371236204846756
twenty	12		rbf	kmeans	0.8818681084679856
threenorm	12		rbf	kmeans	0.22308123341567349
square2	12		rbf	kmeans	0.6657907453080394
flame	12		rbf	kmeans	0.3748564695493912
disk-3000n	12		rbf	kmeans	0.26006617110137814
d31	12		rbf	kmeans	0.8053359773507069
aggregation	12		rbf	kmeans	0.8139378444950555
zelnik4	12		rbf	kmeans	0.8741160567377145
2sp2glob	12		rbf	kmeans	0.6088681278292207
glass	12		rbf	kmeans	0.33404804899059704
square1	12		rbf	kmeans	0.6883926578899926
2d-3c-no123	12		rbf	kmeans	0.5499452577565895
disk-4500n	12		rbf	kmeans	0.26186746550562817
sizes1	12		rbf	kmeans	0.6781110100582523
long3	12		rbf	kmeans	0.3745595645770251
cuboids	12		rbf	kmeans	0.6917367310524769
donutcurves	12		rbf	kmeans	0.5380173695006747
st900	12		rbf	kmeans	0.7525162481437699
tetra	12		rbf	kmeans	0.5916112064676319
zelnik3	13		rbf	kmeans	0.6269250664365102
spherical_4_3	13		rbf	kmeans	0.7247939281428412
fourty	13		rbf	kmeans	0.7980800656054008
lsun	13		rbf	kmeans	0.6045327201962065
diamond9	13		rbf	kmeans	0.8614042830577231
ds850	13		rbf	kmeans	0.7680205538330989
elly-2d10c13s	13		rbf	kmeans	0.47860996123685773
pathbased	13		rbf	kmeans	0.6675149242463186
R15	13		rbf	kmeans	0.9563877656983955
spherical_6_2	13		rbf	kmeans	0.8313979656961599
shapes	13		rbf	kmeans	0.713468632182328
2dnormals	13		rbf	kmeans	0.32753683446153226
dpc	13		rbf	kmeans	0.8000752799953849
twodiamonds	13		rbf	kmeans	0.4401800622367784
ds2c2sc13	13		rbf	kmeans	0.641836167145829
donut3	13		rbf	kmeans	0.6704478053908786
simplex	13		rbf	kmeans	0.7019081467437298
2d-20c-no0	13		rbf	kmeans	0.9065168758048949
disk-5000n	13		rbf	kmeans	0.27028641943274806
DS-577	13		rbf	kmeans	0.6129806334759265
zoo	13		rbf	kmeans	0.773279368207208
square3	13		rbf	kmeans	0.6151524900812856
sonar	13		rbf	kmeans	0.1082665321839438
donut1	13		rbf	kmeans	0.6184793048017947
disk-4600n	13		rbf	kmeans	0.1480514290989096
sizes5	13		rbf	kmeans	0.745811823156055
thy	13		rbf	kmeans	0.042225870821122787
cure-t1-2000n-2D	13		rbf	kmeans	0.6986579656010317
blobs	13		rbf	kmeans	0.5356999426071873
dense-disk-5000	13		rbf	kmeans	0.30571545045106235
heart-statlog	13		rbf	kmeans	0.01642122672234839
dense-disk-3000	13		rbf	kmeans	0.2514658528489763
ds3c3sc6	13		rbf	kmeans	0.5080973699438578
donut2	13		rbf	kmeans	0.02213023274705255
dartboard1	13		rbf	kmeans	0.3835785712587987
smile1	13		rbf	kmeans	0.8457081587828463
2d-10c	13		rbf	kmeans	0.5365103268471199
impossible	13		rbf	kmeans	0.711903177430247
aml28	13		rbf	kmeans	0.7571454114963754
zelnik2	13		rbf	kmeans	0.6130370239254629
banana	13		rbf	kmeans	0.4826586546220097
compound	13		rbf	kmeans	0.6293761301443338
zelnik6	13		rbf	kmeans	0.6205839215950916
sizes3	13		rbf	kmeans	0.6959924926145763
spiral	13		rbf	kmeans	0.1441647841633113
sizes2	13		rbf	kmeans	0.7832444284804642
iris	13		rbf	kmeans	0.5461409626254622
hypercube	13		rbf	kmeans	0.8995514116816015
engytime	13		rbf	kmeans	0.2226988422424601
circle	13		rbf	kmeans	0.20274784841978283
longsquare	13		rbf	kmeans	0.8963506944651102
zelnik1	13		rbf	kmeans	0.5622520094280862
iono	13		rbf	kmeans	0.18140982854999432
square5	13		rbf	kmeans	0.42455711057743223
curves1	13		rbf	kmeans	0.5541926753961683
3-spiral	13		rbf	kmeans	0.6078548191176504
DS-850	13		rbf	kmeans	0.7728478221819961
rings	13		rbf	kmeans	0.5465955684319013
cure-t2-4k	13		rbf	kmeans	0.682162689432562
2d-4c-no4	13		rbf	kmeans	0.558718808246783
disk-1000n	13		rbf	kmeans	0.21937701704873633
complex9	13		rbf	kmeans	0.009683493240086537
ecoli	13		rbf	kmeans	0.5056660276475448
target	13		rbf	kmeans	0.6160832922003586
3MC	13		rbf	kmeans	0.5971136193518212
xor	13		rbf	kmeans	0.3443483065610691
xclara	13		rbf	kmeans	0.011261739831099312
cure-t0-2000n-2D	13		rbf	kmeans	0.4160356673895997
spherical_5_2	13		rbf	kmeans	0.7160258917682653
ds577	13		rbf	kmeans	0.6097724564459649
elliptical_10_2	13		rbf	kmeans	0.9563265431553861
wingnut	13		rbf	kmeans	0.3782297567393678
triangle2	13		rbf	kmeans	0.7537833449626083
smile2	13		rbf	kmeans	0.7555348381246256
disk-4000n	13		rbf	kmeans	0.2883150309098675
jain	13		rbf	kmeans	0.4309059613497546
2d-4c	13		rbf	kmeans	0.47225552454658015
long1	13		rbf	kmeans	0.3219887256582058
sizes4	13		rbf	kmeans	0.654580595941964
curves2	13		rbf	kmeans	0.6483839144064285
square4	13		rbf	kmeans	0.5510758571322388
chainlink	13		rbf	kmeans	0.42696759041148097
ds4c2sc8	13		rbf	kmeans	0.657402836822529
spiralsquare	13		rbf	kmeans	0.6254426708867146
gaussians1	13		rbf	kmeans	0.5657747576499232
smile3	13		rbf	kmeans	0.6411730059380542
dpb	13		rbf	kmeans	0.7132381072142588
complex8	13		rbf	kmeans	0.001283554058217548
haberman	13		rbf	kmeans	0.01722150470744471
pmf	13		rbf	kmeans	0.014162889079018397
atom	13		rbf	kmeans	0.029819939791151443
zelnik5	13		rbf	kmeans	0.7494771189657511
long2	13		rbf	kmeans	0.3024967194390386
2d-4c-no9	13		rbf	kmeans	0.6330019354745648
cassini	13		rbf	kmeans	0.5256889755060433
hepta	13		rbf	kmeans	0.8773419387736892
triangle1	13		rbf	kmeans	0.46185370917627744
tae	13		rbf	kmeans	0.05396175105321017
balance-scale	13		rbf	kmeans	0.18429661957516727
twenty	13		rbf	kmeans	0.9014422297670591
threenorm	13		rbf	kmeans	0.2802428397443775
square2	13		rbf	kmeans	0.6473415596146319
flame	13		rbf	kmeans	0.39931361140465765
disk-3000n	13		rbf	kmeans	0.2391453058178224
d31	13		rbf	kmeans	0.8280943924842211
aggregation	13		rbf	kmeans	0.8003132379335497
zelnik4	13		rbf	kmeans	0.8603171538706363
2sp2glob	13		rbf	kmeans	0.5825124852927417
glass	13		rbf	kmeans	0.31605554892558935
square1	13		rbf	kmeans	0.6762422602113507
2d-3c-no123	13		rbf	kmeans	0.5563177310020755
disk-4500n	13		rbf	kmeans	0.25297929140456643
sizes1	13		rbf	kmeans	0.6715413608422888
long3	13		rbf	kmeans	0.3376636189032599
cuboids	13		rbf	kmeans	0.6665065293309772
donutcurves	13		rbf	kmeans	0.5378054048623953
st900	13		rbf	kmeans	0.7298088173994267
tetra	13		rbf	kmeans	0.6082999789099727
zelnik3	14		rbf	kmeans	0.6293291544589034
spherical_4_3	14		rbf	kmeans	0.7148527422285696
fourty	14		rbf	kmeans	0.8159463340430778
lsun	14		rbf	kmeans	0.5847011895686316
diamond9	14		rbf	kmeans	0.7563175351390692
ds850	14		rbf	kmeans	0.7631737045780408
elly-2d10c13s	14		rbf	kmeans	0.5446178617051866
pathbased	14		rbf	kmeans	0.6246640904582778
R15	14		rbf	kmeans	0.9769919663170041
spherical_6_2	14		rbf	kmeans	0.818947003959503
shapes	14		rbf	kmeans	0.6965995092412359
2dnormals	14		rbf	kmeans	0.26837175999327373
dpc	14		rbf	kmeans	0.8010593847255888
twodiamonds	14		rbf	kmeans	0.43013168131237567
ds2c2sc13	14		rbf	kmeans	0.6434924131832113
donut3	14		rbf	kmeans	0.6823502440138866
simplex	14		rbf	kmeans	0.6428147994105369
2d-20c-no0	14		rbf	kmeans	0.9235319216257984
disk-5000n	14		rbf	kmeans	0.2688544308974555
DS-577	14		rbf	kmeans	0.6178170710121632
zoo	14		rbf	kmeans	0.7643146010038888
square3	14		rbf	kmeans	0.6100972753518404
sonar	14		rbf	kmeans	0.11937400116980085
donut1	14		rbf	kmeans	0.6164991270673021
disk-4600n	14		rbf	kmeans	0.1437339322497403
sizes5	14		rbf	kmeans	0.7983113746231241
thy	14		rbf	kmeans	0.04253729935582452
cure-t1-2000n-2D	14		rbf	kmeans	0.6684756176607765
blobs	14		rbf	kmeans	0.5343948989322899
dense-disk-5000	14		rbf	kmeans	0.27351304717981784
heart-statlog	14		rbf	kmeans	0.008110239106261284
dense-disk-3000	14		rbf	kmeans	0.2820426247202697
ds3c3sc6	14		rbf	kmeans	0.5468689960468524
donut2	14		rbf	kmeans	0.022607708110778963
smile1	14		rbf	kmeans	0.8440397780297415
2d-10c	14		rbf	kmeans	0.19975015611454172
impossible	14		rbf	kmeans	0.6969772079945952
aml28	14		rbf	kmeans	0.6987080100908382
zelnik2	14		rbf	kmeans	0.6204009681007419
banana	14		rbf	kmeans	0.48240085589165294
compound	14		rbf	kmeans	0.6266513172018967
zelnik6	14		rbf	kmeans	0.6697947115856538
sizes3	14		rbf	kmeans	0.7943074083683507
spiral	14		rbf	kmeans	0.17232519377168323
sizes2	14		rbf	kmeans	0.7236380563158479
iris	14		rbf	kmeans	0.5348728713761193
hypercube	14		rbf	kmeans	0.8686482304252822
engytime	14		rbf	kmeans	0.19032285422447728
circle	14		rbf	kmeans	0.2067596292138531
longsquare	14		rbf	kmeans	0.8920826910159503
zelnik1	14		rbf	kmeans	0.5610634481979544
iono	14		rbf	kmeans	0.17629033880546005
square5	14		rbf	kmeans	0.47646284169771175
curves1	14		rbf	kmeans	0.5526778162948708
3-spiral	14		rbf	kmeans	0.5962755815255615
DS-850	14		rbf	kmeans	0.7589257975261
rings	14		rbf	kmeans	0.5333126275226536
cure-t2-4k	14		rbf	kmeans	0.6792379029922182
2d-4c-no4	14		rbf	kmeans	0.5559283052502579
disk-1000n	14		rbf	kmeans	0.2219117288150547
complex9	14		rbf	kmeans	0.010151847357128796
ecoli	14		rbf	kmeans	0.4894993424374305
target	14		rbf	kmeans	0.6032192277585285
3MC	14		rbf	kmeans	0.5846605405379415
xor	14		rbf	kmeans	0.28948771957330954
xclara	14		rbf	kmeans	0.00752674722422278
cure-t0-2000n-2D	14		rbf	kmeans	0.4042094041893632
spherical_5_2	14		rbf	kmeans	0.7081914570492511
ds577	14		rbf	kmeans	0.6010384549024707
elliptical_10_2	14		rbf	kmeans	0.9390574421175152
wingnut	14		rbf	kmeans	0.353925588646359
triangle2	14		rbf	kmeans	0.715456061645291
smile2	14		rbf	kmeans	0.754121868744064
disk-4000n	14		rbf	kmeans	0.2773052506356028
jain	14		rbf	kmeans	0.4033214132694522
2d-4c	14		rbf	kmeans	0.4845937234454693
long1	14		rbf	kmeans	0.5590785497934171
sizes4	14		rbf	kmeans	0.7752686368427362
curves2	14		rbf	kmeans	0.6464250403874491
square4	14		rbf	kmeans	0.5397666266661227
chainlink	14		rbf	kmeans	0.4174276845245096
ds4c2sc8	14		rbf	kmeans	0.6565544544696854
spiralsquare	14		rbf	kmeans	0.611825253073076
gaussians1	14		rbf	kmeans	0.556871102898267
smile3	14		rbf	kmeans	0.6400280570393511
dpb	14		rbf	kmeans	0.7161761650700195
complex8	14		rbf	kmeans	0.001283554058217548
haberman	14		rbf	kmeans	0.01722150470744471
pmf	14		rbf	kmeans	0.014162889079018397
atom	14		rbf	kmeans	0.02975736082450786
zelnik5	14		rbf	kmeans	0.747059846003847
long2	14		rbf	kmeans	0.3463362188506452
2d-4c-no9	14		rbf	kmeans	0.6697472494922003
cassini	14		rbf	kmeans	0.5213990737502706
hepta	14		rbf	kmeans	0.8667928643246586
triangle1	14		rbf	kmeans	0.45500950094986736
tae	14		rbf	kmeans	0.047297043507178255
balance-scale	14		rbf	kmeans	0.16352818254956278
twenty	14		rbf	kmeans	0.9203428093597348
threenorm	14		rbf	kmeans	0.29030141153245853
square2	14		rbf	kmeans	0.6359152586066936
flame	14		rbf	kmeans	0.38865980163599134
disk-3000n	14		rbf	kmeans	0.23331068816536776
d31	14		rbf	kmeans	0.8382615002550152
aggregation	14		rbf	kmeans	0.7821389817397357
zelnik4	14		rbf	kmeans	0.893645702504714
2sp2glob	14		rbf	kmeans	0.6008533743642447
glass	14		rbf	kmeans	0.2949040361722995
square1	14		rbf	kmeans	0.6898866930533429
2d-3c-no123	14		rbf	kmeans	0.6071217005942938
disk-4500n	14		rbf	kmeans	0.24863653004851483
sizes1	14		rbf	kmeans	0.6699252535665929
long3	14		rbf	kmeans	0.49793083303060787
cuboids	14		rbf	kmeans	0.6695306596847062
donutcurves	14		rbf	kmeans	0.5377107506739383
st900	14		rbf	kmeans	0.7111697238349249
tetra	14		rbf	kmeans	0.6095229232142104
zelnik3	15		rbf	kmeans	0.6439474529433551
spherical_4_3	15		rbf	kmeans	0.6863607667743491
fourty	15		rbf	kmeans	0.8249490379873579
lsun	15		rbf	kmeans	0.5678579263542246
diamond9	15		rbf	kmeans	0.721612474773036
ds850	15		rbf	kmeans	0.7470179779911732
elly-2d10c13s	15		rbf	kmeans	0.5627530041027612
pathbased	15		rbf	kmeans	0.6117188436096508
R15	15		rbf	kmeans	0.9942285075104651
spherical_6_2	15		rbf	kmeans	0.8096578994697807
shapes	15		rbf	kmeans	0.6984739250635054
2dnormals	15		rbf	kmeans	0.3120225564465029
dpc	15		rbf	kmeans	0.79917882439839
twodiamonds	15		rbf	kmeans	0.39316559921580024
ds2c2sc13	15		rbf	kmeans	0.6454092651842712
donut3	15		rbf	kmeans	0.6866530120406014
simplex	15		rbf	kmeans	0.6780906254467441
2d-20c-no0	15		rbf	kmeans	0.9290485798573558
disk-5000n	15		rbf	kmeans	0.22669097921218426
DS-577	15		rbf	kmeans	0.5788447320130488
zoo	15		rbf	kmeans	0.7502111667629627
square3	15		rbf	kmeans	0.6027856501302589
sonar	15		rbf	kmeans	0.10386941998503037
donut1	15		rbf	kmeans	0.6443520290690866
disk-4600n	15		rbf	kmeans	0.13626010376882436
sizes5	15		rbf	kmeans	0.7997706867046622
thy	15		rbf	kmeans	0.04253729935582452
cure-t1-2000n-2D	15		rbf	kmeans	0.6803245097195854
blobs	15		rbf	kmeans	0.5396980116607276
dense-disk-5000	15		rbf	kmeans	0.25803950659741254
heart-statlog	15		rbf	kmeans	0.008468039149283308
dense-disk-3000	15		rbf	kmeans	0.25946142475948303
ds3c3sc6	15		rbf	kmeans	0.5340478019422118
donut2	15		rbf	kmeans	0.022191525137949974
smile1	15		rbf	kmeans	0.8423816068374032
2d-10c	15		rbf	kmeans	0.33940746154671253
impossible	15		rbf	kmeans	0.6979604739309957
aml28	15		rbf	kmeans	0.5419470613928246
zelnik2	15		rbf	kmeans	0.6034417375719059
banana	15		rbf	kmeans	0.48216287969371
compound	15		rbf	kmeans	0.6073528158136977
zelnik6	15		rbf	kmeans	0.6647390980181558
sizes3	15		rbf	kmeans	0.6593077185126247
spiral	15		rbf	kmeans	0.16146540378895313
sizes2	15		rbf	kmeans	0.6522595077224679
iris	15		rbf	kmeans	0.5342934820709443
hypercube	15		rbf	kmeans	0.8606326184346635
engytime	15		rbf	kmeans	0.18805595290689
circle	15		rbf	kmeans	0.21529204897495802
longsquare	15		rbf	kmeans	0.8687542706850784
zelnik1	15		rbf	kmeans	0.559780881230029
iono	15		rbf	kmeans	0.3166720757105289
square5	15		rbf	kmeans	0.48008256265783816
curves1	15		rbf	kmeans	0.547789190406379
3-spiral	15		rbf	kmeans	0.5850443847463743
DS-850	15		rbf	kmeans	0.7473048551840412
rings	15		rbf	kmeans	0.5256548524814124
cure-t2-4k	15		rbf	kmeans	0.6744269509285261
2d-4c-no4	15		rbf	kmeans	0.5493515715196099
disk-1000n	15		rbf	kmeans	0.2277434358691701
complex9	15		rbf	kmeans	0.011055082498259748
ecoli	15		rbf	kmeans	0.4984512534137207
target	15		rbf	kmeans	0.5923357737913871
3MC	15		rbf	kmeans	0.5746773996953782
xor	15		rbf	kmeans	0.2840750229955671
xclara	15		rbf	kmeans	0.025604507472230156
cure-t0-2000n-2D	15		rbf	kmeans	0.39282256378302693
spherical_5_2	15		rbf	kmeans	0.7026293244258537
ds577	15		rbf	kmeans	0.602432302217819
elliptical_10_2	15		rbf	kmeans	0.9327462974805008
wingnut	15		rbf	kmeans	0.31106562376165364
triangle2	15		rbf	kmeans	0.7233317357926863
smile2	15		rbf	kmeans	0.7518875500612857
disk-4000n	15		rbf	kmeans	0.2740456967851421
jain	15		rbf	kmeans	0.3994681844571414
2d-4c	15		rbf	kmeans	0.3479397300795472
long1	15		rbf	kmeans	0.5127675940704024
sizes4	15		rbf	kmeans	0.7701306665392551
curves2	15		rbf	kmeans	0.6429376246486519
square4	15		rbf	kmeans	0.5507414602730636
chainlink	15		rbf	kmeans	0.4097452082826579
ds4c2sc8	15		rbf	kmeans	0.655729020284694
spiralsquare	15		rbf	kmeans	0.5852346658303053
gaussians1	15		rbf	kmeans	0.5483638836705175
smile3	15		rbf	kmeans	0.6388750691963021
dpb	15		rbf	kmeans	0.7136692116884411
complex8	15		rbf	kmeans	0.001283554058217548
haberman	15		rbf	kmeans	0.01722150470744471
pmf	15		rbf	kmeans	0.014162889079018397
atom	15		rbf	kmeans	0.038794681582835076
zelnik5	15		rbf	kmeans	0.7454756218918946
long2	15		rbf	kmeans	0.3264994893631512
2d-4c-no9	15		rbf	kmeans	0.6037975127571529
cassini	15		rbf	kmeans	0.528494474070234
hepta	15		rbf	kmeans	0.8548898398164861
triangle1	15		rbf	kmeans	0.44699438433664473
tae	15		rbf	kmeans	0.10175767273955572
balance-scale	15		rbf	kmeans	0.21086093163232236
twenty	15		rbf	kmeans	0.9336618606549169
threenorm	15		rbf	kmeans	0.30197952670002365
square2	15		rbf	kmeans	0.6243760161636066
flame	15		rbf	kmeans	0.3781277247024173
disk-3000n	15		rbf	kmeans	0.22047339340249095
d31	15		rbf	kmeans	0.8453754046684768
aggregation	15		rbf	kmeans	0.770295678105525
zelnik4	15		rbf	kmeans	0.9117654878333732
2sp2glob	15		rbf	kmeans	0.5639656625864573
glass	15		rbf	kmeans	0.3253225716212093
square1	15		rbf	kmeans	0.6781181486748492
2d-3c-no123	15		rbf	kmeans	0.5212488872148067
disk-4500n	15		rbf	kmeans	0.22571023318355787
sizes1	15		rbf	kmeans	0.6097566012663944
long3	15		rbf	kmeans	0.4096794619112196
cuboids	15		rbf	kmeans	0.6759280245205394
donutcurves	15		rbf	kmeans	0.5381382877695589
st900	15		rbf	kmeans	0.7219145250661153
tetra	15		rbf	kmeans	0.6406588689021615
zelnik3	16		rbf	kmeans	0.6235604412434623
spherical_4_3	16		rbf	kmeans	0.6768244758448742
fourty	16		rbf	kmeans	0.8453642947557928
lsun	16		rbf	kmeans	0.5654916424201474
diamond9	16		rbf	kmeans	0.72997246110207
ds850	16		rbf	kmeans	0.7403817793818941
elly-2d10c13s	16		rbf	kmeans	0.49283782200771353
pathbased	16		rbf	kmeans	0.6063348767964293
